signal_name,type,fanin,fanin_verb,Fanout,fanout_verb,loop,length,hier_level,size,tag
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[122],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[123],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[124],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[125],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[126],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[127],3,1,54,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[128],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[129],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[12],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[130],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[131],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[132],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[133],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[134],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[135],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[136],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[137],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[138],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[139],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[13],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[140],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[141],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[142],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[143],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[144],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[145],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[146],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[147],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[148],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[149],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[14],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[150],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[151],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[152],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[153],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[154],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[155],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[156],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[157],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[158],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[159],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[15],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[160],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[161],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[162],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[163],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[164],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[165],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[166],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[167],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[168],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[169],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[16],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[170],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[171],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[172],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[173],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[174],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[175],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[176],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[177],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[178],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[179],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[17],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[180],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[181],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[182],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[183],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[184],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[185],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[186],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[187],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[18],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[19],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[1],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[20],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[21],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[22],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[23],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[24],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[25],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[26],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[27],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[28],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[29],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[2],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[30],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[31],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[32],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[33],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[34],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[35],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[36],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[37],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[38],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[39],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[3],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[40],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[41],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[42],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[43],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[44],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[45],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[46],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[47],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[48],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[49],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[4],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[50],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[51],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[52],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[53],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[54],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[55],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[56],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[57],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[58],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[59],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[5],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[60],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[61],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[62],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[63],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[64],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[65],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[66],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[67],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[68],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[69],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[6],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[70],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[71],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[72],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[73],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[74],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[75],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[76],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[77],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[78],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[79],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[7],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[80],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[81],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[82],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[83],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[84],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[85],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[86],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[87],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[88],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[89],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[8],3,1,42,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[90],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[91],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[92],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[93],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[94],3,1,50,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[95],3,1,52,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[96],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[97],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[98],3,1,46,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[99],3,1,48,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/mem_out_2/instances_seq/mem_reg[9],3,1,44,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/out_stage_unit/instances_seq/RdAdd_reg,3,8,87,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/out_stage_unit/instances_seq/Out_byte_reg,3,3,22,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/out_stage_unit/instances_seq/cnt8_reg,3,2,14,1,1,1,3,1,9249,0
/designs/RS_dec/instances_hier/power_rom_instant1/instances_seq/data_out_reg,3,271,2351,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/power_rom_instant2/instances_seq/data_out_reg,3,271,2353,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/power_rom_instant3/instances_seq/data_out_reg,3,267,2452,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/power_rom_instant4/instances_seq/data_out_reg,3,267,2440,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/rom_instant_1/instances_seq/data_out_reg,3,270,2599,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/rom_instant_2/instances_seq/data_out_reg,3,263,2395,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/rom_instant_3/instances_seq/data_out_reg,3,263,2400,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/rom_instant_4/instances_seq/data_out_reg,3,264,2397,1,1,0,8,1,9249,0
/designs/RS_dec/instances_hier/transport_in2out_unit/instances_seq/RdAdd_reg,3,6,68,1,1,1,8,1,9249,0
/designs/RS_dec/instances_hier/transport_in2out_unit/instances_seq/WrAdd_reg,3,6,57,1,1,1,8,1,9249,0
wb_rst_i,1,0,1,38,46,0,1,0,813,1
wb_we_i,1,0,1,32,201,0,1,0,813,1
wb_cyc_i,1,0,1,34,299,0,1,0,813,1
wb_stb_i,1,0,1,34,297,0,1,0,813,1
sd_cmd_dat_i,1,0,1,0,2,0,1,0,813,0
wb_ack_o,2,1,5,1,1,0,1,0,813,0
sd_cmd_out_o,2,1,5,1,1,0,1,0,813,0
sd_cmd_oe_o,2,1,5,1,1,0,1,0,813,0
sd_dat_oe_o,2,1,3,1,1,0,1,0,813,0
sd_clk_o_pad,2,1,2,1,1,0,1,0,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/DAT_oe_o_reg,3,23,283,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/add_token_reg,3,7,86,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/busy_int_reg,3,7,63,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/crc_en_write_reg,3,23,258,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/crc_rst_write_reg,3,18,167,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/data_read_index_reg,3,17,192,1,1,1,1,1,813,1
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/data_send_index_reg,3,18,235,1,1,1,1,1,813,1
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/in_buff_ptr_reg,3,19,165,1,1,1,1,1,813,1
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/in_dat_buffer_empty_reg,3,17,186,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/out_buff_ptr_reg,3,19,240,1,1,1,1,1,813,1
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/read_byte_cnt_reg,3,19,164,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_data_phy_0/instances_seq/sd_we_o_reg,3,18,213,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp1/instances_seq/fifo_full_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp1/instances_seq/fifo_full2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp1/instances_seq/fifo_empty_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp1/instances_seq/fifo_empty2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp1/instances_seq/direction_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp2/instances_seq/fifo_full_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp2/instances_seq/fifo_full2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp2/instances_seq/fifo_empty_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp2/instances_seq/fifo_empty2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp2/instances_seq/direction_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp3/instances_seq/fifo_full_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp3/instances_seq/fifo_full2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp3/instances_seq/fifo_empty_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp3/instances_seq/fifo_empty2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp3/instances_seq/direction_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp4/instances_seq/fifo_full_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp4/instances_seq/fifo_full2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp4/instances_seq/fifo_empty_reg,3,1,5,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp4/instances_seq/fifo_empty2_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sd_fifo_0/instances_hier/cmp4/instances_seq/direction_reg,3,0,1,1,1,0,1,2,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/add_token_read_reg,3,6,57,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/block_read_reg,3,14,120,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/block_write_reg,3,21,251,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/cmd_dat_o_reg,3,62,710,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/cmd_oe_o_reg,3,6,72,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_buffering_write_reg,3,6,51,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_en_read_reg,3,15,180,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_en_write_reg,3,15,143,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_in_read_reg,3,16,145,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_in_write_reg,3,55,641,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_rst_read_reg,3,6,57,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/crc_rst_write_reg,3,6,61,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/fifo_acces_write_reg,3,6,57,1,1,1,1,1,813,0
/designs/sd_controller_fifo_wba/instances_hier/sdc_cmd_phy_0/instances_seq/in_buff_ptr_reg,3,18,232,1,1,1,1,1,813,1
